t_ms,ohm_Thumb,ohm_Index,ohm_Middle,ohm_Ring,ohm_Little,ema_Thumb,ema_Index,ema_Middle,ema_Ring,ema_Little,label
226929,21.10274,20.697309,20.5,20.797299,19.29832,21.151162604421607,20.79897254560356,20.64023717595211,20.920508500749744,19.36466106723253,Yes
227029,21.206422,20.898191,20.598213,20.797299,19.125,21.164977453316205,20.82377715920267,20.629731131964082,20.889706125562306,19.304745800424396,Yes
227129,20.898191,20.697309,20.5,20.697309,19.03942,21.098280839987154,20.792160119402002,20.597298348973062,20.84160684417173,19.238414350318294,Yes
227229,20.797299,20.5,20.306168000000003,20.402654,18.954546999999998,21.023035379990365,20.719120089551502,20.5245157617298,20.731868633128798,19.16744751273872,Yes
227329,20.697309,20.306168000000003,20.115721,20.598213,18.870371,20.941603784992775,20.61588206716363,20.42231707129735,20.6984547248466,19.093178384554037,Yes
227429,20.898191,20.402654,20.115721,20.598213,18.954546999999998,20.93075058874458,20.562575050372722,20.345668053473013,20.67339429363495,19.05852053841553,Yes
227529,20.898191,20.402654,20.306168000000003,20.797299,19.125,20.922610691558436,20.52259478777954,20.33579304010476,20.704370470226213,19.075140403811645,Yes
227629,20.598213,20.021738000000003,20.210527,20.402654,18.954546999999998,20.841511268668828,20.397380590834654,20.30447653007857,20.62894135266966,19.04499205285873,Yes
227729,20.697309,20.402654,20.115721,20.210527,18.621951,20.805460701501623,20.39869894312599,20.257287647558925,20.524337764502246,18.939231789644047,Yes
227829,20.797299,20.306168000000003,20.115721,20.697309,19.125,20.803420276126218,20.37556620734449,20.221895985669192,20.567580573376684,18.985673842233034,Yes
227929,20.797299,20.797299,20.598213,21.0,19.03942,20.801889957094662,20.480999405508367,20.315975239251895,20.675685430032512,18.999110381674775,Yes
228029,21.206422,21.10274,21.0,21.206422,19.211297,20.903022967821,20.636434554131274,20.48698142943892,20.808369572524384,19.05215703625608,Yes
228129,20.402654,20.210527,20.021738000000003,20.021738000000003,18.621951,20.777930725865748,20.529957665598456,20.37067057207919,20.611711679393288,18.94460552719206,Yes
228229,19.474576000000003,19.474576000000003,18.870371,19.29832,17.760699,20.45209204439931,20.26611224919884,19.99559567905939,20.283363759544965,18.648628895394044,Yes
