t_ms,raw_Thumb,raw_Index,raw_Middle,raw_Ring,raw_Little,ema_Thumb,ema_Index,ema_Middle,ema_Ring,ema_Little,label
6987329,29.245342,29.245342,29.245342,29.055557,26.785715,29.07502646418817,29.14158975794612,29.173725694432754,29.080730401387306,26.79247984024138,Hello
6987429,29.4375,29.4375,28.8681,28.682928,26.308988000000003,29.165644848141127,29.21556731845959,29.097319270824563,28.98127980104048,26.671606880181034,Hello
6987529,29.4375,29.245342,29.245342,29.632076,27.617646,29.233608636105846,29.223010988844692,29.134324953118423,29.14397885078036,26.908116660135775,Hello
6987629,29.829113,30.028662,29.829113,29.4375,27.447369,29.382484727079387,29.424423741633518,29.308021964838815,29.21735913808527,27.04292974510183,Hello
6987729,29.632076,30.028662,29.632076,30.028662,26.948275000000002,29.44488254530954,29.575483306225138,29.38903547362911,29.420184853563953,27.019266058826375,Hello
6987829,32.875,32.875,33.115387000000005,33.359156000000006,30.23077,30.302411908982155,30.400362479668853,30.320623355221834,30.404927640172964,27.82214204411978,Hello
6987929,31.281457,31.281457,30.852943,30.852943,28.8681,30.547173181736618,30.62063610975164,30.453703266416372,30.516931480129724,28.083631533089836,Hello
6988029,30.642857,30.852943,31.065789000000002,30.852943,28.319277,30.571094136302463,30.678712832313728,30.606724699812283,30.60093436009729,28.14254289981738,Hello
6988129,30.435484,30.435484,30.642857,30.435484,28.319277,30.537191602226848,30.6179056242353,30.615757774859212,30.55957177007297,28.186726424863032,Hello
6988229,30.852943,30.852943,30.852943,30.852943,28.682928,30.616129451670137,30.67666496817647,30.675054081144406,30.632914577554725,28.310776818647277,Hello
6988329,30.642857,30.23077,30.852943,30.435484,28.319277,30.622811338752605,30.565191226132356,30.719526310858303,30.583556933166044,28.31290186398546,Hello
6988429,30.23077,30.028662,29.4375,29.055557,26.0,30.524801004064457,30.431058919599266,30.399019733143728,30.20155694987453,27.734676397989094,Hello
6988529,29.055557,29.055557,28.8681,28.5,26.153633000000003,30.157490003048345,30.08718343969945,30.016289799857795,29.776167712405897,27.33941554849182,Hello
6988629,29.245342,28.8681,28.319277,29.4375,26.466102,29.92945300228626,29.782412579774586,29.592036599893348,29.691500784304424,27.12108716136887,Hello
6988729,28.140719,28.319277,28.140719,28.319277,25.549182000000002,29.482269501714693,29.41662868483094,29.229207199920012,29.348444838228318,26.72811087102665,Hello
6988829,27.964285,28.319277,27.964285,27.617646,24.28125,29.10277337628602,29.142290763623205,28.91297664994001,28.91574512867124,26.11639565326999,Hello
6988929,27.964285,27.789938999999997,27.789938999999997,28.319277,24.690476999999998,28.818151282214515,28.8042028227174,28.63221723745501,28.766628096503432,25.759915989952493,Hello
6989029,26.466102,26.948275000000002,27.964285,27.964285,25.256756000000003,28.230138961660884,28.34022086703805,28.465234178091258,28.566042322377573,25.63412599246437,Hello
6989129,26.466102,28.5,28.8681,28.8681,25.848066,27.789129721245665,28.380165650278535,28.56595063356844,28.64155674178318,25.68761099434828,Hello
6989229,28.8681,28.8681,29.245342,28.8681,26.153633000000003,28.058872290934247,28.5021492377089,28.73579847517633,28.698192556337386,25.80411649576121,Hello
6989329,29.245342,29.4375,29.4375,29.632076,26.625,28.355489718200687,28.735986928281676,28.91122385638225,28.931663417253038,26.00933737182091,Hello
6989429,31.5,31.5,31.065789000000002,31.5,28.682928,29.141617288650515,29.426990196211257,29.44986514228669,29.57374756293978,26.677735028865683,Hello
6989529,32.404109,31.945945,31.721477,31.945945,29.245342,29.95724021648789,30.056728897158443,30.017768106715017,30.16679692220483,27.319636771649265,Hello
6989629,31.721477,31.721477,31.721477,31.281457,28.682928,30.398299412365915,30.47291592286883,30.443695330036263,30.445461941653623,27.660459578736948,Hello
6989729,30.852943,30.852943,30.435484,30.642857,27.447369,30.511960309274436,30.567922692151622,30.441642497527198,30.494810706240216,27.60718693405271,Hello
6989829,31.5,31.721477,31.5,31.945945,28.8681,30.75897023195583,30.856311269113718,30.7062318731454,30.85759427968016,27.922415200539533,Hello
6989929,30.23077,30.435484,28.8681,28.140719,24.970588,30.626920173966873,30.75110445183529,30.24669890485905,30.178375459760122,27.18445840040465,Hello
6990029,26.948275000000002,27.447369,26.625,26.625,23.626904,29.707258880475152,29.925170588876465,29.341274178644287,29.290031594820093,26.295069800303487,Hello
6990129,27.617646,27.789938999999997,27.27907,27.447369,24.690476999999998,29.184855660356362,29.39136269165735,28.825723133983217,28.829365946115068,25.893921600227618,Hello
6990229,28.140719,27.789938999999997,27.617646,27.617646,25.112904,28.923821495267273,28.991006768743013,28.523703850487415,28.5264359595863,25.698667200170714,Hello
6990329,27.27907,27.617646,27.617646,27.27907,24.552633,28.512633621450455,28.647666576557263,28.297189387865565,28.214594469689725,25.412158650128035,Hello
6990429,26.785715,27.112715,27.112715,26.785715,24.015463,28.080903966087842,28.263928682417948,28.001070790899178,27.857374602267292,25.062984737596025,Hello
6990529,26.466102,26.308988000000003,26.153633000000003,26.153633000000003,23.755101999999997,27.67720347456588,27.775193511813463,27.539211343174383,27.431439201700467,24.736014053197017,Hello
6990629,30.028662,29.829113,28.682928,28.319277,26.625,28.265068105924406,28.2886733838601,27.825140507380787,27.65339865127535,25.208260539897765,Hello
6990729,28.319277,28.5,28.5,28.8681,25.848066,28.278620329443307,28.341505037895075,27.993855380535592,27.95707398845651,25.368211904923324,Hello
6990829,29.4375,29.4375,30.23077,30.23077,27.447369,28.56834024708248,28.615503778421306,28.553084035401696,28.525497991342384,25.88800117869249,Hello
6990929,29.632076,29.245342,29.4375,29.632076,26.153633000000003,28.83427418531186,28.77296333381598,28.774188026551272,28.80214249350679,25.954409134019368,Hello
6991029,28.682928,29.055557,28.8681,28.682928,27.112715,28.796437638983896,28.843611750361987,28.797666019913454,28.772338870130092,26.243985600514527,Hello
6991129,29.055557,29.632076,29.632076,29.245342,26.785715,28.861217479237922,29.04072781277149,29.00626851493509,28.89058965259757,26.379417950385896,Hello
6991229,28.319277,28.140719,27.964285,27.964285,25.697803,28.72573235942844,28.815725609578617,28.74577263620132,28.659013489448178,26.20901421278942,Hello
6991329,28.140719,27.964285,27.964285,27.964285,25.112904,28.579479019571334,28.602865457183963,28.55040072715099,28.485331367086136,25.934986659592067,Hello
6991429,26.0,26.153633000000003,25.848066,26.0,23.755101999999997,27.9346092646785,27.99055734288797,27.874817045363244,27.863998525314603,25.390015494694048,Hello
6991529,26.153633000000003,26.466102,26.625,26.153633000000003,23.755101999999997,27.489365198508874,27.609443507165977,27.562362784022433,27.436407143985953,24.981287121020536,Hello
6991629,26.153633000000003,26.308988000000003,26.0,26.0,23.626904,27.155432148881655,27.284329630374483,27.171772088016823,27.077305357989466,24.642691340765403,Hello
6991729,26.0,26.0,25.848066,25.848066,23.25,26.86657411166124,26.96324722278086,26.840845566012618,26.7699955184921,24.294518505574054,Hello
6991829,25.697803,26.0,25.697803,25.848066,23.25,26.574381333745933,26.722435417085645,26.555084924509465,26.539513138869076,24.033388879180542,Hello
6991929,26.466102,27.617646,27.112715,27.112715,24.552633,26.547311500309448,26.94623806281423,26.694492443382103,26.68281360415181,24.16319990938541,Hello
6992029,28.5,28.5,28.5,28.319277,25.549182000000002,27.035483625232086,27.334678547110673,27.145869332536577,27.091929453113856,24.509695432039056,Hello
6992129,28.5,28.8681,28.5,28.5,25.848066,27.401612718924063,27.718033910333006,27.484401999402433,27.44394708983539,24.844288074029294,Hello
6992229,29.055557,29.245342,29.4375,29.4375,26.625,27.815098789193044,28.099860932749756,27.972676499551824,27.942335317376543,25.28946605552197,Hello
