t_ms,ohm_Thumb,ohm_Index,ohm_Middle,ohm_Ring,ohm_Little,ema_Thumb,ema_Index,ema_Middle,ema_Ring,ema_Little,label
2588929,24.552633,24.829789,24.552633,24.552633,23.5,24.378495646024877,24.294257469119763,24.215257155289212,24.174103261662406,23.127932497921606,I_Love_You
2589029,24.41623,24.41623,24.552633,24.28125,23.374371,24.38792923451866,24.32475060183982,24.29960111646691,24.200889946246804,23.189542123441203,I_Love_You
2589129,24.552633,24.28125,24.147668000000003,24.28125,23.374371,24.429105175888996,24.313875451379865,24.261617837350187,24.220979959685103,23.235749342580903,I_Love_You
2589229,24.28125,24.28125,24.28125,24.015463,23.004951000000002,24.392141381916748,24.3057190885349,24.26652587801264,24.169600719763825,23.17804975693568,I_Love_You
2589329,24.28125,24.28125,24.015463,24.147668000000003,23.25,24.36441853643756,24.299601816401175,24.20376015850948,24.16411753982287,23.19603731770176,I_Love_You
2589429,24.41623,24.28125,24.28125,23.884615,23.25,24.37737140232817,24.29501386230088,24.223132618882108,24.09424190486715,23.20952798827632,I_Love_You
2589529,24.690476999999998,24.41623,24.28125,24.41623,23.374371,24.455647801746128,24.32531789672566,24.237661964161582,24.174738928650363,23.25073874120724,I_Love_You
2589629,24.970588,25.256756000000003,25.112904,25.112904,24.28125,24.5843828513096,24.558177422544247,24.456472473121185,24.409280196487774,23.50836655590543,I_Love_You
2589729,25.549182000000002,24.970588,25.112904,24.829789,23.884615,24.8255826384822,24.661280066908184,24.62058035484089,24.514407397365833,23.60242866692907,I_Love_You
2589829,24.829789,24.829789,24.552633,24.690476999999998,23.5,24.82663422886165,24.70340730018114,24.60359351613067,24.558424798024376,23.576821500196804,I_Love_You
2589929,25.112904,25.112904,24.829789,24.829789,23.884615,24.898201671646238,24.805781475135856,24.660142387098002,24.626265848518283,23.653769875147603,I_Love_You
2590029,25.112904,24.829789,24.690476999999998,24.829789,23.884615,24.95187725373468,24.811783356351892,24.6677260403235,24.677146636388713,23.7114811563607,I_Love_You
2590129,25.112904,24.970588,24.829789,24.552633,23.755101999999997,24.99213394030101,24.85148451726392,24.708241780242627,24.646018227291535,23.722386367270524,I_Love_You
2590229,24.41623,24.41623,24.41623,24.41623,23.5,24.848157955225755,24.74267088794794,24.63523883518197,24.58857117046865,23.66678977545289,I_Love_You
2590329,24.41623,24.41623,24.41623,24.28125,23.374371,24.740175966419315,24.661060665960957,24.580486626386477,24.511740877851487,23.59368508158967,I_Love_You
2590429,24.552633,24.41623,24.28125,24.41623,23.374371,24.693290224814486,24.599852999470716,24.50567746978986,24.487863158388617,23.53885656119225,I_Love_You
2590529,24.41623,24.41623,24.41623,24.41623,23.374371,24.624025168610864,24.553947249603038,24.483315602342394,24.46995486879146,23.497735170894188,I_Love_You
2590629,24.552633,24.552633,24.552633,24.552633,23.5,24.606177126458146,24.553618687202277,24.500644951756794,24.490624401593596,23.49830137817064,I_Love_You
2590729,24.552633,24.552633,24.552633,24.552633,23.884615,24.59279109484361,24.55337226540171,24.513641963817594,24.506126551195198,23.59487978362798,I_Love_You
2590829,24.690476999999998,24.41623,24.552633,24.552633,23.884615,24.617212571132708,24.519086699051282,24.523389722863197,24.5177531633964,23.667313587720983,I_Love_You
2590929,24.829789,24.829789,24.552633,24.552633,23.5,24.67035667834953,24.596762274288462,24.530700542147397,24.526473122547298,23.625485190790737,I_Love_You
2591029,24.829789,24.690476999999998,24.41623,24.41623,23.374371,24.71021475876215,24.620190955716346,24.502082906610546,24.498912341910472,23.56270664309305,I_Love_You
2591129,24.690476999999998,24.552633,24.829789,24.552633,23.374371,24.705280319071612,24.60330146678726,24.58400942995791,24.512342506432855,23.515622732319788,I_Love_You
2591229,24.552633,24.28125,24.41623,24.28125,23.374371,24.667118489303707,24.522788600090447,24.54206457246843,24.45456937982464,23.48030979923984,I_Love_You
2591329,24.552633,24.690476999999998,24.552633,24.41623,23.626904,24.63849711697778,24.564710700067835,24.54470667935132,24.444984534868478,23.516958349429878,I_Love_You
2591429,24.552633,24.41623,24.147668000000003,24.015463,23.374371,24.617031087733334,24.527590525050876,24.445447009513494,24.337604151151357,23.48131151207241,I_Love_You
2591529,24.829789,24.41623,24.552633,24.41623,23.374371,24.6702205658,24.499750393788158,24.472243507135122,24.35726061336352,23.454576384054306,I_Love_You
2591629,24.41623,24.41623,24.690476999999998,24.147668000000003,23.25,24.60672292435,24.478870295341117,24.526801880351343,24.30486246002264,23.40343228804073,I_Love_You
2591729,24.28125,24.147668000000003,24.41623,24.28125,23.126865000000002,24.5253546932625,24.39606972150584,24.499158910263507,24.298959345016982,23.334290466030545,I_Love_You
2591829,24.28125,24.28125,24.147668000000003,24.28125,23.5,24.464328519946875,24.36736479112938,24.41128618269763,24.294532008762737,23.375717849522907,I_Love_You
2591929,24.829789,24.41623,24.690476999999998,24.28125,23.626904,24.555693639960158,24.379581093347035,24.48108388702322,24.291211506572054,23.438514387142177,I_Love_You
2592029,24.41623,24.41623,24.015463,24.28125,23.374371,24.52082772997012,24.388743320010274,24.364678665267416,24.28872112992904,23.422478540356632,I_Love_You
2592129,24.147668000000003,24.41623,24.41623,24.41623,23.25,24.42753779747759,24.395614990007704,24.37756649895056,24.32059834744678,23.379358905267473,I_Love_You
2592229,24.552633,24.015463,24.147668000000003,23.884615,23.126865000000002,24.458811598108195,24.30057699250578,24.32009187421292,24.211602510585085,23.316235428950606,I_Love_You
2592329,24.552633,24.41623,24.147668000000003,24.147668000000003,23.755101999999997,24.482266948581145,24.329490244379333,24.276985905659693,24.195618882938817,23.425952071712953,I_Love_You
2592429,24.690476999999998,24.552633,24.690476999999998,24.690476999999998,23.626904,24.53431946143586,24.3852759332845,24.380358679244768,24.319333412204113,23.476190053784713,I_Love_You
2592529,24.690476999999998,24.28125,24.41623,24.41623,23.5,24.573358846076896,24.359269449963374,24.389326509433577,24.343557559153084,23.482142540338536,I_Love_You
2592629,24.41623,24.28125,24.015463,24.147668000000003,23.25,24.53407663455767,24.33976458747253,24.295860632075183,24.294585169364815,23.4241069052539,I_Love_You
2592729,24.015463,24.147668000000003,24.015463,24.015463,23.004951000000002,24.404423225918254,24.2917404406044,24.225761224056388,24.224804627023612,23.31931792894043,I_Love_You
2592829,23.626904,24.015463,23.626904,23.755101999999997,22.646342,24.21004341943869,24.2226710804533,24.07604691804229,24.107378970267707,23.151073946705324,I_Love_You
2592929,23.884615,23.884615,23.755101999999997,23.884615,22.529127,24.128686314579017,24.138157060339974,23.995810688531716,24.05168797770078,22.995587210028994,I_Love_You
2593029,24.147668000000003,23.755101999999997,23.626904,23.374371,22.764706999999998,24.133431735934266,24.04239329525498,23.903584016398785,23.882358733275584,22.937867157521747,I_Love_You
2593129,23.884615,23.884615,23.884615,23.626904,22.646342,24.0712275519507,24.002948721441232,23.89884176229909,23.818495049956688,22.86498586814131,I_Love_You
2593229,24.41623,23.884615,24.015463,24.147668000000003,23.004951000000002,24.157478163963024,23.973365291080924,23.927997071724317,23.90078828746752,22.899977151105986,I_Love_You
