t_ms,ohm_Thumb,ohm_Index,ohm_Middle,ohm_Ring,ohm_Little,ema_Thumb,ema_Index,ema_Middle,ema_Ring,ema_Little,label
1072737,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,18.459678,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,20.97224012834305,stop
1072837,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,18.540486,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,20.48588930267444,stop
1072937,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,18.540486,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,20.096808642139553,stop
1073037,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,22.749278113711647,stop
1073137,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,24.87125369096932,stop
1073237,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,21.523256,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,24.201654152775458,stop
1073337,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,26.033154522220364,stop
1073437,33.359156000000006,33.359156000000006,33.359156000000006,28.8681,18.954547,33.359156000000006,33.359156000000006,33.359156000000006,32.46094480000001,24.617433017776293,stop
1073537,15.110738,16.565693,18.540486,16.053191,12.211912,29.709472400000006,30.000463400000008,30.395422000000007,29.17939404000001,22.13632881422103,stop
1073637,11.560687,12.25,15.991166,13.058823,9.009555,26.07971532000001,26.45037072000001,27.51457080000001,25.95527983200001,19.510974051376827,stop
1073737,13.730769,14.264331,18.954547,15.279661,9.37912,23.60992605600001,24.01316277600001,25.80256604000001,23.82015606560001,17.484603241101464,stop
1073837,13.777778,13.14497,18.065217,15.568966,10.968514,21.643496444800007,21.83952422080001,24.255096232000007,22.169918052480007,16.18138539288117,stop
1073937,12.483051,11.424282,16.765684,15.336735,10.573171,19.811407355840007,19.75647577664001,22.75721378560001,20.80328144198401,15.05974251430494,stop
1074037,14.164557,13.10177,18.379518,15.747387,10.875,18.68203728467201,18.425534621312003,21.88167462848001,19.79210255358721,14.222794011443954,stop
1074137,13.730769,13.920561,20.210527,17.835937,13.188428,17.691783627737607,17.524539897049603,21.54744510278401,19.40086944286977,14.015920809155164,stop
1074237,27.964285,33.115387000000005,33.359156000000006,33.359156000000006,33.359156000000006,19.74628390219009,20.642709317639685,23.909787282227217,22.192526754295812,17.884567847324135,stop
1074337,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,22.468858321752073,23.18599865411175,25.799661025781777,24.425852603436653,20.97948547785931,stop
1074437,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,24.64691785740166,25.220630123289403,27.31156002062542,26.212513282749327,23.455419582287448,stop
1074537,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,26.38936548592133,26.848335298631525,28.52107921650034,27.641841826199467,25.43616686582996,stop
1074637,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,27.78332358873707,28.15049943890522,29.488694573200277,28.785304660959575,27.020764692663978,stop
1074737,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,28.89849007098966,29.19223075112418,30.262786858560226,29.700074928767663,28.288442954131185,stop
1074837,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,29.790623256791733,30.025615800899345,30.882060686848185,30.431891143014138,29.30258556330495,stop
1074937,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,30.504329805433382,30.69232384071948,31.377479749478553,31.01734411441131,30.113899650643965,stop
1075037,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,31.07529504434671,31.22569027257559,31.773814999582846,31.48570649152905,30.762950920515173,stop
1075137,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,31.53206723547737,31.652383418060474,32.09088319966628,31.86039639322324,31.28219193641214,stop
1075237,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,31.897484988381898,31.993737934448383,32.34453775973303,32.16014831457859,31.697584749129717,stop
1075337,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,32.18981919070552,32.266821547558706,32.54746140778643,32.399949851662875,32.029898999303775,stop
1075437,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,32.42368655256442,32.485288438046965,32.70980032622914,32.5917910813303,32.29575039944302,stop
1075537,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,32.610780442051535,32.66006195043757,32.83967146098332,32.74526406506424,32.50843151955442,stop
1075637,33.359156000000006,33.359156000000006,33.359156000000006,33.359156000000006,25.256756000000003,32.76045555364123,32.799880760350064,32.94356836878666,32.8680424520514,31.05809641564354,stop
1075737,19.03942,19.03942,23.25,18.786885,13.232143,30.016248442912985,30.047788608280054,31.00485469502933,30.051810961641117,27.492905732514835,stop
1075837,15.929578,16.765684,19.474576000000003,15.6875,11.735294,27.19891435433039,27.391367686624047,28.698798956023467,27.178948769312893,24.34138338601187,stop
